danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.476,0.161,8,-11.665,0,0.0407,0.967,0.0381,0.109,0.0908,119.614,audio_features,1PDP7mLiAMwhfmgIwzhOm2,spotify:track:1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/tracks/1PDP7mLiAMwhfmgIwzhOm2,https://api.spotify.com/v1/audio-analysis/1PDP7mLiAMwhfmgIwzhOm2,133763,4
0.518,0.69,9,-6.15,1,0.107,0.128,0.0,0.176,0.59,77.837,audio_features,11pEKMLmavDu8fxOB5QjbQ,spotify:track:11pEKMLmavDu8fxOB5QjbQ,https://api.spotify.com/v1/tracks/11pEKMLmavDu8fxOB5QjbQ,https://api.spotify.com/v1/audio-analysis/11pEKMLmavDu8fxOB5QjbQ,205721,4
0.73,0.576,2,-5.442,1,0.287,0.354,3.59e-05,0.15,0.155,92.131,audio_features,4VCbgIdr8ptegWeJpqLVHH,spotify:track:4VCbgIdr8ptegWeJpqLVHH,https://api.spotify.com/v1/tracks/4VCbgIdr8ptegWeJpqLVHH,https://api.spotify.com/v1/audio-analysis/4VCbgIdr8ptegWeJpqLVHH,228461,4
0.701,0.467,9,-13.573,1,0.0502,0.344,0.0,0.0516,0.187,138.272,audio_features,6aSpOtfzxFZ7hy0Bom7c1k,spotify:track:6aSpOtfzxFZ7hy0Bom7c1k,https://api.spotify.com/v1/tracks/6aSpOtfzxFZ7hy0Bom7c1k,https://api.spotify.com/v1/audio-analysis/6aSpOtfzxFZ7hy0Bom7c1k,310560,4
0.674,0.65,7,-5.864,1,0.357,0.642,0.0,0.568,0.601,82.691,audio_features,64TZcQHDFXDSioxuhItVAL,spotify:track:64TZcQHDFXDSioxuhItVAL,https://api.spotify.com/v1/tracks/64TZcQHDFXDSioxuhItVAL,https://api.spotify.com/v1/audio-analysis/64TZcQHDFXDSioxuhItVAL,276680,4
0.673,0.557,11,-8.16,0,0.0368,0.277,0.0154,0.103,0.617,171.916,audio_features,2VQEdfAeGrDCh0SYPK0qui,spotify:track:2VQEdfAeGrDCh0SYPK0qui,https://api.spotify.com/v1/tracks/2VQEdfAeGrDCh0SYPK0qui,https://api.spotify.com/v1/audio-analysis/2VQEdfAeGrDCh0SYPK0qui,313909,4
0.712,0.841,6,-9.735,1,0.0917,0.0901,2.07e-06,0.0582,0.891,127.087,audio_features,5tQZQAnyaSecHs6UbuDloJ,spotify:track:5tQZQAnyaSecHs6UbuDloJ,https://api.spotify.com/v1/tracks/5tQZQAnyaSecHs6UbuDloJ,https://api.spotify.com/v1/audio-analysis/5tQZQAnyaSecHs6UbuDloJ,194080,4
0.853,0.509,9,-9.605,0,0.0797,0.287,0.891,0.0843,0.894,117.998,audio_features,1AeakTSnBi5waUXkP1CcRa,spotify:track:1AeakTSnBi5waUXkP1CcRa,https://api.spotify.com/v1/tracks/1AeakTSnBi5waUXkP1CcRa,https://api.spotify.com/v1/audio-analysis/1AeakTSnBi5waUXkP1CcRa,570812,4
0.7,0.747,7,-6.274,0,0.0439,0.104,0.00404,0.0732,0.751,99.857,audio_features,5l5it8lbkeZggm4lD1DE4k,spotify:track:5l5it8lbkeZggm4lD1DE4k,https://api.spotify.com/v1/tracks/5l5it8lbkeZggm4lD1DE4k,https://api.spotify.com/v1/audio-analysis/5l5it8lbkeZggm4lD1DE4k,290987,4
0.707,0.928,0,-6.708,1,0.0613,0.27,0.00022,0.303,0.542,116.104,audio_features,2nHgMzzsgmD8yWRIloYMxw,spotify:track:2nHgMzzsgmD8yWRIloYMxw,https://api.spotify.com/v1/tracks/2nHgMzzsgmD8yWRIloYMxw,https://api.spotify.com/v1/audio-analysis/2nHgMzzsgmD8yWRIloYMxw,286586,4
0.553,0.77,1,-6.497,1,0.31,0.0234,0.0,0.0939,0.481,189.957,audio_features,0c7jHcVzqO7zJOewhm7SX6,spotify:track:0c7jHcVzqO7zJOewhm7SX6,https://api.spotify.com/v1/tracks/0c7jHcVzqO7zJOewhm7SX6,https://api.spotify.com/v1/audio-analysis/0c7jHcVzqO7zJOewhm7SX6,158000,4
0.763,0.502,3,-8.512,0,0.327,0.512,0.0432,0.113,0.463,170.267,audio_features,1jylm10ussI0gxpi91B8aU,spotify:track:1jylm10ussI0gxpi91B8aU,https://api.spotify.com/v1/tracks/1jylm10ussI0gxpi91B8aU,https://api.spotify.com/v1/audio-analysis/1jylm10ussI0gxpi91B8aU,202721,4
0.695,0.684,1,-8.728,1,0.282,0.713,2.63e-05,0.296,0.648,85.95,audio_features,22QZmtCncyXHirMXvBSXT1,spotify:track:22QZmtCncyXHirMXvBSXT1,https://api.spotify.com/v1/tracks/22QZmtCncyXHirMXvBSXT1,https://api.spotify.com/v1/audio-analysis/22QZmtCncyXHirMXvBSXT1,236000,4
0.437,0.521,10,-12.623,0,0.216,0.324,0.306,0.385,0.432,103.453,audio_features,0kMU4lhX0RpxLELBH3c2rD,spotify:track:0kMU4lhX0RpxLELBH3c2rD,https://api.spotify.com/v1/tracks/0kMU4lhX0RpxLELBH3c2rD,https://api.spotify.com/v1/audio-analysis/0kMU4lhX0RpxLELBH3c2rD,230339,5
0.94,0.716,2,-8.459,1,0.236,0.0688,0.000133,0.0914,0.676,140.033,audio_features,63o2beCIPXUOPja0EtGPD6,spotify:track:63o2beCIPXUOPja0EtGPD6,https://api.spotify.com/v1/tracks/63o2beCIPXUOPja0EtGPD6,https://api.spotify.com/v1/audio-analysis/63o2beCIPXUOPja0EtGPD6,178917,4
0.391,0.736,10,-7.806,1,0.285,0.14,5.03e-06,0.159,0.396,173.959,audio_features,0hoC0zdVWa2zE3KX7XtwjD,spotify:track:0hoC0zdVWa2zE3KX7XtwjD,https://api.spotify.com/v1/tracks/0hoC0zdVWa2zE3KX7XtwjD,https://api.spotify.com/v1/audio-analysis/0hoC0zdVWa2zE3KX7XtwjD,204529,4
0.859,0.423,1,-10.698,0,0.283,0.543,0.0,0.104,0.563,125.89,audio_features,5OFEJMirg4NPz7G1zgXDYu,spotify:track:5OFEJMirg4NPz7G1zgXDYu,https://api.spotify.com/v1/tracks/5OFEJMirg4NPz7G1zgXDYu,https://api.spotify.com/v1/audio-analysis/5OFEJMirg4NPz7G1zgXDYu,138410,4
0.679,0.673,6,-5.17,0,0.189,0.066,0.0,0.479,0.295,91.112,audio_features,2GPTiPR5db727wu1tFvFt4,spotify:track:2GPTiPR5db727wu1tFvFt4,https://api.spotify.com/v1/tracks/2GPTiPR5db727wu1tFvFt4,https://api.spotify.com/v1/audio-analysis/2GPTiPR5db727wu1tFvFt4,183297,4
0.787,0.58,4,-9.848,1,0.0543,0.0378,0.102,0.0723,0.233,115.086,audio_features,5AIHJDEpUaswu3nyfrpyNo,spotify:track:5AIHJDEpUaswu3nyfrpyNo,https://api.spotify.com/v1/tracks/5AIHJDEpUaswu3nyfrpyNo,https://api.spotify.com/v1/audio-analysis/5AIHJDEpUaswu3nyfrpyNo,505985,4
0.713,0.641,11,-10.599,0,0.0384,0.308,0.657,0.0987,0.379,108.975,audio_features,4cGPbt0HnUXEmVOUfyWdUd,spotify:track:4cGPbt0HnUXEmVOUfyWdUd,https://api.spotify.com/v1/tracks/4cGPbt0HnUXEmVOUfyWdUd,https://api.spotify.com/v1/audio-analysis/4cGPbt0HnUXEmVOUfyWdUd,332573,4
0.726,0.932,4,-6.117,0,0.0309,0.00173,0.936,0.0676,0.901,103.987,audio_features,75EKP06FTKQt0lzKQrRf1z,spotify:track:75EKP06FTKQt0lzKQrRf1z,https://api.spotify.com/v1/tracks/75EKP06FTKQt0lzKQrRf1z,https://api.spotify.com/v1/audio-analysis/75EKP06FTKQt0lzKQrRf1z,211253,4
0.844,0.701,1,-10.232,1,0.0453,0.593,0.179,0.0724,0.968,106.99,audio_features,7uMP8ryVgMtkZIX2aB96ki,spotify:track:7uMP8ryVgMtkZIX2aB96ki,https://api.spotify.com/v1/tracks/7uMP8ryVgMtkZIX2aB96ki,https://api.spotify.com/v1/audio-analysis/7uMP8ryVgMtkZIX2aB96ki,169992,4
0.798,0.637,8,-5.726,1,0.0364,0.0288,0.288,0.0802,0.485,97.989,audio_features,64lpVs96RjlybHiwAgb0HL,spotify:track:64lpVs96RjlybHiwAgb0HL,https://api.spotify.com/v1/tracks/64lpVs96RjlybHiwAgb0HL,https://api.spotify.com/v1/audio-analysis/64lpVs96RjlybHiwAgb0HL,156283,4
0.656,0.673,10,-7.422,0,0.0411,0.066,0.668,0.129,0.575,117.012,audio_features,6wL0CLtCHzui9KjyDrvWL5,spotify:track:6wL0CLtCHzui9KjyDrvWL5,https://api.spotify.com/v1/tracks/6wL0CLtCHzui9KjyDrvWL5,https://api.spotify.com/v1/audio-analysis/6wL0CLtCHzui9KjyDrvWL5,218250,4
0.684,0.338,10,-15.119,0,0.0426,0.548,0.919,0.138,0.681,104.717,audio_features,1R6l5kRQGdo3RzuppdRY4A,spotify:track:1R6l5kRQGdo3RzuppdRY4A,https://api.spotify.com/v1/tracks/1R6l5kRQGdo3RzuppdRY4A,https://api.spotify.com/v1/audio-analysis/1R6l5kRQGdo3RzuppdRY4A,164560,4
0.497,0.69,11,-6.49,0,0.208,0.0166,4.03e-05,0.0957,0.448,168.857,audio_features,5Nhw180obum91f6beXfweg,spotify:track:5Nhw180obum91f6beXfweg,https://api.spotify.com/v1/tracks/5Nhw180obum91f6beXfweg,https://api.spotify.com/v1/audio-analysis/5Nhw180obum91f6beXfweg,149112,4
0.458,0.602,10,-9.274,0,0.179,0.0502,2e-06,0.21,0.537,170.017,audio_features,5VN2dZer45WzuaorRa242v,spotify:track:5VN2dZer45WzuaorRa242v,https://api.spotify.com/v1/tracks/5VN2dZer45WzuaorRa242v,https://api.spotify.com/v1/audio-analysis/5VN2dZer45WzuaorRa242v,169680,4
0.75,0.524,10,-12.593,0,0.138,0.15,0.306,0.16,0.108,120.001,audio_features,0625Xd4NxZKUPiIHiZubZ0,spotify:track:0625Xd4NxZKUPiIHiZubZ0,https://api.spotify.com/v1/tracks/0625Xd4NxZKUPiIHiZubZ0,https://api.spotify.com/v1/audio-analysis/0625Xd4NxZKUPiIHiZubZ0,389746,4
0.855,0.558,0,-10.209,1,0.11,0.308,0.522,0.102,0.337,92.996,audio_features,0QNoKpvjfxTN6m7yV8vuvO,spotify:track:0QNoKpvjfxTN6m7yV8vuvO,https://api.spotify.com/v1/tracks/0QNoKpvjfxTN6m7yV8vuvO,https://api.spotify.com/v1/audio-analysis/0QNoKpvjfxTN6m7yV8vuvO,384277,4
0.635,0.5,2,-9.233,0,0.028,0.5,0.239,0.144,0.406,97.011,audio_features,5qDuLwtzW9ZnA6eSlMtNS9,spotify:track:5qDuLwtzW9ZnA6eSlMtNS9,https://api.spotify.com/v1/tracks/5qDuLwtzW9ZnA6eSlMtNS9,https://api.spotify.com/v1/audio-analysis/5qDuLwtzW9ZnA6eSlMtNS9,248957,4
0.633,0.204,3,-11.141,0,0.0339,0.661,0.882,0.0911,0.204,119.911,audio_features,4r1skiAhXYIcgDpjf0bGfx,spotify:track:4r1skiAhXYIcgDpjf0bGfx,https://api.spotify.com/v1/tracks/4r1skiAhXYIcgDpjf0bGfx,https://api.spotify.com/v1/audio-analysis/4r1skiAhXYIcgDpjf0bGfx,339926,4
0.689,0.57,5,-3.922,0,0.302,0.289,0.0,0.227,0.641,140.274,audio_features,1uSIL2l63AnxzomxxSnlzs,spotify:track:1uSIL2l63AnxzomxxSnlzs,https://api.spotify.com/v1/tracks/1uSIL2l63AnxzomxxSnlzs,https://api.spotify.com/v1/audio-analysis/1uSIL2l63AnxzomxxSnlzs,207947,4
0.621,0.923,2,-3.124,0,0.0321,0.00645,7.28e-05,0.108,0.716,127.973,audio_features,4LiJE6pqgsTX3FtukW6bNh,spotify:track:4LiJE6pqgsTX3FtukW6bNh,https://api.spotify.com/v1/tracks/4LiJE6pqgsTX3FtukW6bNh,https://api.spotify.com/v1/audio-analysis/4LiJE6pqgsTX3FtukW6bNh,256213,4
0.763,0.765,2,-5.663,1,0.0311,0.111,0.399,0.0756,0.444,120.024,audio_features,0e1Xn6nVjg2lU8kcpYMMEd,spotify:track:0e1Xn6nVjg2lU8kcpYMMEd,https://api.spotify.com/v1/tracks/0e1Xn6nVjg2lU8kcpYMMEd,https://api.spotify.com/v1/audio-analysis/0e1Xn6nVjg2lU8kcpYMMEd,250067,4
0.734,0.511,0,-4.905,0,0.0592,0.148,0.0,0.29,0.727,124.995,audio_features,2B7UWqNqKgPVGQQ6FXn2PP,spotify:track:2B7UWqNqKgPVGQQ6FXn2PP,https://api.spotify.com/v1/tracks/2B7UWqNqKgPVGQQ6FXn2PP,https://api.spotify.com/v1/audio-analysis/2B7UWqNqKgPVGQQ6FXn2PP,206947,4
0.841,0.642,2,-5.845,1,0.0549,0.00877,0.879,0.161,0.242,90.014,audio_features,6y6jP4lSK7mKM5nvtkS3C7,spotify:track:6y6jP4lSK7mKM5nvtkS3C7,https://api.spotify.com/v1/tracks/6y6jP4lSK7mKM5nvtkS3C7,https://api.spotify.com/v1/audio-analysis/6y6jP4lSK7mKM5nvtkS3C7,155083,4
0.637,0.665,2,-9.184,1,0.0489,0.0201,0.0,0.097,0.929,116.215,audio_features,4FUavalD11hbfbd6GiZ6xs,spotify:track:4FUavalD11hbfbd6GiZ6xs,https://api.spotify.com/v1/tracks/4FUavalD11hbfbd6GiZ6xs,https://api.spotify.com/v1/audio-analysis/4FUavalD11hbfbd6GiZ6xs,168173,4
0.604,0.743,7,-7.627,1,0.0354,8.34e-05,0.0444,0.403,0.577,120.104,audio_features,5fzUKYfATEqxDmRWfbikAm,spotify:track:5fzUKYfATEqxDmRWfbikAm,https://api.spotify.com/v1/tracks/5fzUKYfATEqxDmRWfbikAm,https://api.spotify.com/v1/audio-analysis/5fzUKYfATEqxDmRWfbikAm,193402,4
0.58,0.517,0,-11.252,1,0.125,0.769,0.00746,0.109,0.6,85.432,audio_features,4F1dfc0U5e43y7Sa1SQVwp,spotify:track:4F1dfc0U5e43y7Sa1SQVwp,https://api.spotify.com/v1/tracks/4F1dfc0U5e43y7Sa1SQVwp,https://api.spotify.com/v1/audio-analysis/4F1dfc0U5e43y7Sa1SQVwp,259553,4
0.389,0.716,2,-9.59,1,0.164,0.257,0.901,0.256,0.12,88.759,audio_features,1wq5gRZ5JRn25N4JCUg1oO,spotify:track:1wq5gRZ5JRn25N4JCUg1oO,https://api.spotify.com/v1/tracks/1wq5gRZ5JRn25N4JCUg1oO,https://api.spotify.com/v1/audio-analysis/1wq5gRZ5JRn25N4JCUg1oO,185767,4
0.598,0.666,2,-11.111,1,0.0658,0.807,0.916,0.0994,0.417,122.46,audio_features,4xWLo3R0jjTVOdmtjC5MKI,spotify:track:4xWLo3R0jjTVOdmtjC5MKI,https://api.spotify.com/v1/tracks/4xWLo3R0jjTVOdmtjC5MKI,https://api.spotify.com/v1/audio-analysis/4xWLo3R0jjTVOdmtjC5MKI,241763,4
0.488,0.567,1,-9.875,1,0.1,0.0307,0.842,0.0896,0.308,138.522,audio_features,6yvTddeHmEiYG7FN8a5frz,spotify:track:6yvTddeHmEiYG7FN8a5frz,https://api.spotify.com/v1/tracks/6yvTddeHmEiYG7FN8a5frz,https://api.spotify.com/v1/audio-analysis/6yvTddeHmEiYG7FN8a5frz,318939,4
0.523,0.56,5,-9.423,0,0.145,0.0532,0.83,0.0981,0.151,96.167,audio_features,47w6S27JF4Zvrz1Wd6R66Z,spotify:track:47w6S27JF4Zvrz1Wd6R66Z,https://api.spotify.com/v1/tracks/47w6S27JF4Zvrz1Wd6R66Z,https://api.spotify.com/v1/audio-analysis/47w6S27JF4Zvrz1Wd6R66Z,230470,4
0.724,0.681,9,-10.32,0,0.0378,0.0635,0.938,0.329,0.439,119.012,audio_features,0nPoWlU7nIz74B6px39NMz,spotify:track:0nPoWlU7nIz74B6px39NMz,https://api.spotify.com/v1/tracks/0nPoWlU7nIz74B6px39NMz,https://api.spotify.com/v1/audio-analysis/0nPoWlU7nIz74B6px39NMz,294211,4
0.724,0.614,10,-11.169,0,0.098,0.217,0.81,0.0919,0.755,114.857,audio_features,0FMgzGbCh8yNMibGY5L2cM,spotify:track:0FMgzGbCh8yNMibGY5L2cM,https://api.spotify.com/v1/tracks/0FMgzGbCh8yNMibGY5L2cM,https://api.spotify.com/v1/audio-analysis/0FMgzGbCh8yNMibGY5L2cM,340729,4
0.605,0.669,10,-7.583,0,0.318,0.594,0.0,0.107,0.884,91.838,audio_features,5EsUqhgS7tFtJzU3cMraLG,spotify:track:5EsUqhgS7tFtJzU3cMraLG,https://api.spotify.com/v1/tracks/5EsUqhgS7tFtJzU3cMraLG,https://api.spotify.com/v1/audio-analysis/5EsUqhgS7tFtJzU3cMraLG,401893,4
0.363,0.787,5,-10.403,0,0.15,0.178,0.00395,0.081,0.716,103.494,audio_features,0Pojrnt8Du3pMF3wHfSfX8,spotify:track:0Pojrnt8Du3pMF3wHfSfX8,https://api.spotify.com/v1/tracks/0Pojrnt8Du3pMF3wHfSfX8,https://api.spotify.com/v1/audio-analysis/0Pojrnt8Du3pMF3wHfSfX8,436880,4
0.42,0.701,1,-7.582,0,0.339,0.832,0.0,0.103,0.671,79.716,audio_features,5MvCurNMpM3WCCSs40cd37,spotify:track:5MvCurNMpM3WCCSs40cd37,https://api.spotify.com/v1/tracks/5MvCurNMpM3WCCSs40cd37,https://api.spotify.com/v1/audio-analysis/5MvCurNMpM3WCCSs40cd37,349040,4
0.457,0.404,0,-9.1,1,0.0598,0.772,0.782,0.78,0.479,128.01,audio_features,2f14cB0pXqhgQDeNmQDkXf,spotify:track:2f14cB0pXqhgQDeNmQDkXf,https://api.spotify.com/v1/tracks/2f14cB0pXqhgQDeNmQDkXf,https://api.spotify.com/v1/audio-analysis/2f14cB0pXqhgQDeNmQDkXf,236400,4
0.583,0.543,8,-14.645,0,0.0501,0.651,0.88,0.115,0.283,130.008,audio_features,5V28G1ktbqATUy4ioDzJZM,spotify:track:5V28G1ktbqATUy4ioDzJZM,https://api.spotify.com/v1/tracks/5V28G1ktbqATUy4ioDzJZM,https://api.spotify.com/v1/audio-analysis/5V28G1ktbqATUy4ioDzJZM,374360,4
0.561,0.618,0,-7.057,0,0.0369,0.327,3.51e-05,0.255,0.205,124.017,audio_features,12DQuqcTRvf9jVvYHM9LgC,spotify:track:12DQuqcTRvf9jVvYHM9LgC,https://api.spotify.com/v1/tracks/12DQuqcTRvf9jVvYHM9LgC,https://api.spotify.com/v1/audio-analysis/12DQuqcTRvf9jVvYHM9LgC,218710,4
0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,audio_features,51pshtuYkgUQnt5huMPbKL,spotify:track:51pshtuYkgUQnt5huMPbKL,https://api.spotify.com/v1/tracks/51pshtuYkgUQnt5huMPbKL,https://api.spotify.com/v1/audio-analysis/51pshtuYkgUQnt5huMPbKL,195873,4
0.714,0.588,5,-10.165,0,0.0344,0.168,0.679,0.213,0.683,126.02,audio_features,3TsNXF2EbIUS6zlfm5Ju3M,spotify:track:3TsNXF2EbIUS6zlfm5Ju3M,https://api.spotify.com/v1/tracks/3TsNXF2EbIUS6zlfm5Ju3M,https://api.spotify.com/v1/audio-analysis/3TsNXF2EbIUS6zlfm5Ju3M,93738,4
0.555,0.712,1,-7.446,1,0.323,0.0451,5.14e-06,0.182,0.555,78.958,audio_features,1pbbsI2KGPOMu0HmuGccBu,spotify:track:1pbbsI2KGPOMu0HmuGccBu,https://api.spotify.com/v1/tracks/1pbbsI2KGPOMu0HmuGccBu,https://api.spotify.com/v1/audio-analysis/1pbbsI2KGPOMu0HmuGccBu,515865,4
0.493,0.653,0,-5.666,0,0.0466,0.269,0.0,0.511,0.852,142.347,audio_features,5B0kgjHULYJhAQkK5XsMoC,spotify:track:5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,121573,4
0.467,0.635,7,-6.115,1,0.154,0.314,4.16e-06,0.844,0.51,127.596,audio_features,4ydmav4vl7hebadtfZtMrg,spotify:track:4ydmav4vl7hebadtfZtMrg,https://api.spotify.com/v1/tracks/4ydmav4vl7hebadtfZtMrg,https://api.spotify.com/v1/audio-analysis/4ydmav4vl7hebadtfZtMrg,88625,3
0.683,0.644,2,-11.195,1,0.0549,0.11,0.131,0.122,0.195,111.015,audio_features,5uCcdziv0jyiP3TJvxvOEZ,spotify:track:5uCcdziv0jyiP3TJvxvOEZ,https://api.spotify.com/v1/tracks/5uCcdziv0jyiP3TJvxvOEZ,https://api.spotify.com/v1/audio-analysis/5uCcdziv0jyiP3TJvxvOEZ,328858,4
0.577,0.718,7,-8.659,0,0.067,0.258,0.000132,0.0474,0.869,141.823,audio_features,4NiUHvbnYEyM24W6FPUoJq,spotify:track:4NiUHvbnYEyM24W6FPUoJq,https://api.spotify.com/v1/tracks/4NiUHvbnYEyM24W6FPUoJq,https://api.spotify.com/v1/audio-analysis/4NiUHvbnYEyM24W6FPUoJq,207000,4
0.893,0.531,5,-12.027,0,0.0612,0.197,0.273,0.0957,0.537,131.998,audio_features,70AV7nK5LI90QO27CUEHEf,spotify:track:70AV7nK5LI90QO27CUEHEf,https://api.spotify.com/v1/tracks/70AV7nK5LI90QO27CUEHEf,https://api.spotify.com/v1/audio-analysis/70AV7nK5LI90QO27CUEHEf,265378,4
0.79,0.257,5,-11.103,0,0.0339,0.723,0.0288,0.118,0.507,84.026,audio_features,4nkrEBG9PimSAlMe2wrMCr,spotify:track:4nkrEBG9PimSAlMe2wrMCr,https://api.spotify.com/v1/tracks/4nkrEBG9PimSAlMe2wrMCr,https://api.spotify.com/v1/audio-analysis/4nkrEBG9PimSAlMe2wrMCr,195747,4
0.555,0.718,1,-8.405,1,0.0533,0.0119,0.133,0.339,0.644,149.884,audio_features,7JrwRcbAj13sNPEGShBD9g,spotify:track:7JrwRcbAj13sNPEGShBD9g,https://api.spotify.com/v1/tracks/7JrwRcbAj13sNPEGShBD9g,https://api.spotify.com/v1/audio-analysis/7JrwRcbAj13sNPEGShBD9g,219984,4
0.826,0.71,10,-6.203,0,0.112,0.0353,0.00533,0.151,0.576,97.51,audio_features,4LqoxlqDm7J8itg9najsaA,spotify:track:4LqoxlqDm7J8itg9najsaA,https://api.spotify.com/v1/tracks/4LqoxlqDm7J8itg9najsaA,https://api.spotify.com/v1/audio-analysis/4LqoxlqDm7J8itg9najsaA,216789,4
0.352,0.628,5,-8.989,0,0.213,0.0481,0.0,0.285,0.491,126.851,audio_features,0ATLJeBNMpi3C1d5gF9VtG,spotify:track:0ATLJeBNMpi3C1d5gF9VtG,https://api.spotify.com/v1/tracks/0ATLJeBNMpi3C1d5gF9VtG,https://api.spotify.com/v1/audio-analysis/0ATLJeBNMpi3C1d5gF9VtG,160240,5
0.685,0.445,8,-9.105,1,0.0524,0.4,7.11e-06,0.133,0.225,100.057,audio_features,2G1PImEpUqv0RjRWPbDW4K,spotify:track:2G1PImEpUqv0RjRWPbDW4K,https://api.spotify.com/v1/tracks/2G1PImEpUqv0RjRWPbDW4K,https://api.spotify.com/v1/audio-analysis/2G1PImEpUqv0RjRWPbDW4K,190800,4
0.629,0.665,5,-6.679,0,0.0843,0.0114,0.028,0.084,0.639,92.681,audio_features,5PGop05az1aIQsb10YW5Ex,spotify:track:5PGop05az1aIQsb10YW5Ex,https://api.spotify.com/v1/tracks/5PGop05az1aIQsb10YW5Ex,https://api.spotify.com/v1/audio-analysis/5PGop05az1aIQsb10YW5Ex,198138,4
0.5,0.515,7,-8.283,1,0.31,0.442,0.00018,0.0681,0.566,85.173,audio_features,2ns1kl3c5NMvGCt2xVMNlI,spotify:track:2ns1kl3c5NMvGCt2xVMNlI,https://api.spotify.com/v1/tracks/2ns1kl3c5NMvGCt2xVMNlI,https://api.spotify.com/v1/audio-analysis/2ns1kl3c5NMvGCt2xVMNlI,200968,4
0.838,0.634,11,-7.018,1,0.258,0.101,0.13,0.143,0.526,163.0,audio_features,0VYchQkqpeEyh95D1pWqy2,spotify:track:0VYchQkqpeEyh95D1pWqy2,https://api.spotify.com/v1/tracks/0VYchQkqpeEyh95D1pWqy2,https://api.spotify.com/v1/audio-analysis/0VYchQkqpeEyh95D1pWqy2,176683,4
0.787,0.616,2,-9.433,0,0.153,0.0142,0.0,0.104,0.313,84.964,audio_features,5YZpdsmpazPtBHFbGN8mon,spotify:track:5YZpdsmpazPtBHFbGN8mon,https://api.spotify.com/v1/tracks/5YZpdsmpazPtBHFbGN8mon,https://api.spotify.com/v1/audio-analysis/5YZpdsmpazPtBHFbGN8mon,226667,4
0.894,0.615,3,-6.269,1,0.0826,0.0308,0.00921,0.309,0.661,120.0,audio_features,0xta6Gah3inmeHbj0e3F9a,spotify:track:0xta6Gah3inmeHbj0e3F9a,https://api.spotify.com/v1/tracks/0xta6Gah3inmeHbj0e3F9a,https://api.spotify.com/v1/audio-analysis/0xta6Gah3inmeHbj0e3F9a,193209,4
0.688,0.517,1,-10.374,1,0.125,0.632,0.000922,0.0887,0.679,141.287,audio_features,051zam2WDIKOLdu4XYpCaA,spotify:track:051zam2WDIKOLdu4XYpCaA,https://api.spotify.com/v1/tracks/051zam2WDIKOLdu4XYpCaA,https://api.spotify.com/v1/audio-analysis/051zam2WDIKOLdu4XYpCaA,186152,4
0.747,0.143,11,-15.54,0,0.0375,0.969,0.00149,0.098,0.376,111.956,audio_features,3NsDUWoh7SLioyh9Zr5MK8,spotify:track:3NsDUWoh7SLioyh9Zr5MK8,https://api.spotify.com/v1/tracks/3NsDUWoh7SLioyh9Zr5MK8,https://api.spotify.com/v1/audio-analysis/3NsDUWoh7SLioyh9Zr5MK8,199134,4
0.729,0.168,11,-18.905,0,0.0393,0.859,0.00585,0.102,0.433,112.012,audio_features,1QUVBFj21ETH2JH0BZ9fcZ,spotify:track:1QUVBFj21ETH2JH0BZ9fcZ,https://api.spotify.com/v1/tracks/1QUVBFj21ETH2JH0BZ9fcZ,https://api.spotify.com/v1/audio-analysis/1QUVBFj21ETH2JH0BZ9fcZ,297216,4
0.819,0.529,7,-11.54,1,0.0714,0.0351,0.0517,0.183,0.562,114.987,audio_features,3FVunrxKMJKPvDxnRttGci,spotify:track:3FVunrxKMJKPvDxnRttGci,https://api.spotify.com/v1/tracks/3FVunrxKMJKPvDxnRttGci,https://api.spotify.com/v1/audio-analysis/3FVunrxKMJKPvDxnRttGci,329175,4
0.771,0.685,0,-10.302,1,0.0391,0.297,0.000251,0.108,0.744,120.014,audio_features,3k4RXZBTgaUKm192vVurWn,spotify:track:3k4RXZBTgaUKm192vVurWn,https://api.spotify.com/v1/tracks/3k4RXZBTgaUKm192vVurWn,https://api.spotify.com/v1/audio-analysis/3k4RXZBTgaUKm192vVurWn,290000,4
0.748,0.408,1,-14.059,1,0.033,0.0188,0.0873,0.125,0.309,109.976,audio_features,4O1J2NKjQErx42CxgxVIoL,spotify:track:4O1J2NKjQErx42CxgxVIoL,https://api.spotify.com/v1/tracks/4O1J2NKjQErx42CxgxVIoL,https://api.spotify.com/v1/audio-analysis/4O1J2NKjQErx42CxgxVIoL,310000,4
0.724,0.528,7,-12.726,0,0.0354,0.00584,0.0415,0.106,0.607,120.008,audio_features,4SExof7SNMmYgTmgE8TBrE,spotify:track:4SExof7SNMmYgTmgE8TBrE,https://api.spotify.com/v1/tracks/4SExof7SNMmYgTmgE8TBrE,https://api.spotify.com/v1/audio-analysis/4SExof7SNMmYgTmgE8TBrE,341000,4
