danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.687,0.704,1,-9.371,0,0.0736,0.313,0.00875,0.27,0.782,136.315,audio_features,2KEGJRQSMrponrpxkAyqmD,spotify:track:2KEGJRQSMrponrpxkAyqmD,https://api.spotify.com/v1/tracks/2KEGJRQSMrponrpxkAyqmD,https://api.spotify.com/v1/audio-analysis/2KEGJRQSMrponrpxkAyqmD,257725,4
0.683,0.856,11,-3.108,0,0.0812,0.26,3.92e-06,0.12,0.655,89.977,audio_features,4An8UWxr9jajKjM1q9FgoI,spotify:track:4An8UWxr9jajKjM1q9FgoI,https://api.spotify.com/v1/tracks/4An8UWxr9jajKjM1q9FgoI,https://api.spotify.com/v1/audio-analysis/4An8UWxr9jajKjM1q9FgoI,245799,4
0.539,0.883,5,-4.318,1,0.122,0.0104,0.0,0.0771,0.685,160.022,audio_features,5C1mLwEhVHTMwGJWaZvAfr,spotify:track:5C1mLwEhVHTMwGJWaZvAfr,https://api.spotify.com/v1/tracks/5C1mLwEhVHTMwGJWaZvAfr,https://api.spotify.com/v1/audio-analysis/5C1mLwEhVHTMwGJWaZvAfr,213733,4
0.43,0.586,11,-7.397,0,0.388,0.255,0.0,0.0692,0.17,180.136,audio_features,25tunVQWLKWDbV2H9dA1Qc,spotify:track:25tunVQWLKWDbV2H9dA1Qc,https://api.spotify.com/v1/tracks/25tunVQWLKWDbV2H9dA1Qc,https://api.spotify.com/v1/audio-analysis/25tunVQWLKWDbV2H9dA1Qc,269333,4
0.711,0.492,11,-8.848,0,0.436,0.285,0.0,0.135,0.522,84.99,audio_features,49drkbuukyUDt2POSGxnvA,spotify:track:49drkbuukyUDt2POSGxnvA,https://api.spotify.com/v1/tracks/49drkbuukyUDt2POSGxnvA,https://api.spotify.com/v1/audio-analysis/49drkbuukyUDt2POSGxnvA,144000,4
0.557,0.443,4,-6.721,0,0.369,0.233,0.0,0.229,0.26,119.0,audio_features,32OdokBzVZ19TzTu84RTHL,spotify:track:32OdokBzVZ19TzTu84RTHL,https://api.spotify.com/v1/tracks/32OdokBzVZ19TzTu84RTHL,https://api.spotify.com/v1/audio-analysis/32OdokBzVZ19TzTu84RTHL,223870,4
0.857,0.602,10,-8.311,1,0.029,0.489,0.0244,0.317,0.957,105.157,audio_features,6edQfeOlqbGteYixpJl3Sm,spotify:track:6edQfeOlqbGteYixpJl3Sm,https://api.spotify.com/v1/tracks/6edQfeOlqbGteYixpJl3Sm,https://api.spotify.com/v1/audio-analysis/6edQfeOlqbGteYixpJl3Sm,239627,4
0.474,0.473,2,-11.454,1,0.0601,0.545,1.25e-06,0.0356,0.561,77.583,audio_features,4uCbetXW9LStYPUjCpBVp9,spotify:track:4uCbetXW9LStYPUjCpBVp9,https://api.spotify.com/v1/tracks/4uCbetXW9LStYPUjCpBVp9,https://api.spotify.com/v1/audio-analysis/4uCbetXW9LStYPUjCpBVp9,199267,4
0.587,0.62,5,-6.133,0,0.042,0.0122,0.0,0.82,0.106,79.928,audio_features,0mEdbdeRFQwBhN4xfyIeUM,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/tracks/0mEdbdeRFQwBhN4xfyIeUM,https://api.spotify.com/v1/audio-analysis/0mEdbdeRFQwBhN4xfyIeUM,271600,4
0.639,0.628,6,-7.578,0,0.0398,0.0381,0.0,0.386,0.43,90.482,audio_features,5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,237507,4
0.704,0.707,1,-6.537,0,0.0391,0.539,0.00106,0.318,0.761,93.145,audio_features,6sHsXIJoEN5JpdkGMQDJxt,spotify:track:6sHsXIJoEN5JpdkGMQDJxt,https://api.spotify.com/v1/tracks/6sHsXIJoEN5JpdkGMQDJxt,https://api.spotify.com/v1/audio-analysis/6sHsXIJoEN5JpdkGMQDJxt,294787,4
0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,audio_features,1AjQE5MtP5jHQMyDepbvLI,spotify:track:1AjQE5MtP5jHQMyDepbvLI,https://api.spotify.com/v1/tracks/1AjQE5MtP5jHQMyDepbvLI,https://api.spotify.com/v1/audio-analysis/1AjQE5MtP5jHQMyDepbvLI,184907,4
0.808,0.661,0,-6.237,0,0.0395,0.0358,0.0,0.138,0.804,107.992,audio_features,1m0UFnuTktOkksvjbF9z0m,spotify:track:1m0UFnuTktOkksvjbF9z0m,https://api.spotify.com/v1/tracks/1m0UFnuTktOkksvjbF9z0m,https://api.spotify.com/v1/audio-analysis/1m0UFnuTktOkksvjbF9z0m,235556,4
0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,audio_features,44aTAUBF0g6sMkMNE8I5kd,spotify:track:44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/tracks/44aTAUBF0g6sMkMNE8I5kd,https://api.spotify.com/v1/audio-analysis/44aTAUBF0g6sMkMNE8I5kd,260573,4
0.857,0.391,8,-10.294,1,0.0777,0.0268,0.0,0.153,0.66,164.976,audio_features,0K2XxY1LB3CYG4QhulZerK,spotify:track:0K2XxY1LB3CYG4QhulZerK,https://api.spotify.com/v1/tracks/0K2XxY1LB3CYG4QhulZerK,https://api.spotify.com/v1/audio-analysis/0K2XxY1LB3CYG4QhulZerK,238176,4
0.772,0.551,0,-8.667,1,0.099,0.192,0.00175,0.108,0.635,104.969,audio_features,5Wbjjde5ez7sx22OtmrXKV,spotify:track:5Wbjjde5ez7sx22OtmrXKV,https://api.spotify.com/v1/tracks/5Wbjjde5ez7sx22OtmrXKV,https://api.spotify.com/v1/audio-analysis/5Wbjjde5ez7sx22OtmrXKV,218051,4
0.758,0.672,11,-9.411,1,0.0455,0.0515,0.0861,0.114,0.178,120.01,audio_features,7CuagiGvDjxrIXka5R2fGu,spotify:track:7CuagiGvDjxrIXka5R2fGu,https://api.spotify.com/v1/tracks/7CuagiGvDjxrIXka5R2fGu,https://api.spotify.com/v1/audio-analysis/7CuagiGvDjxrIXka5R2fGu,276008,4
0.814,0.614,1,-7.855,1,0.117,0.305,0.0111,0.253,0.343,95.004,audio_features,7rXgT0IDNuTuu9wzAKRJ2N,spotify:track:7rXgT0IDNuTuu9wzAKRJ2N,https://api.spotify.com/v1/tracks/7rXgT0IDNuTuu9wzAKRJ2N,https://api.spotify.com/v1/audio-analysis/7rXgT0IDNuTuu9wzAKRJ2N,242526,4
0.624,0.759,11,-9.757,0,0.0571,0.152,0.0,0.0574,0.346,148.915,audio_features,232lSincunZgjkaFRbwG6U,spotify:track:232lSincunZgjkaFRbwG6U,https://api.spotify.com/v1/tracks/232lSincunZgjkaFRbwG6U,https://api.spotify.com/v1/audio-analysis/232lSincunZgjkaFRbwG6U,219866,4
0.655,0.794,10,-5.872,0,0.25,0.082,0.0791,0.0457,0.667,187.007,audio_features,3cCLvbMCHMgX7DLXPr1ALv,spotify:track:3cCLvbMCHMgX7DLXPr1ALv,https://api.spotify.com/v1/tracks/3cCLvbMCHMgX7DLXPr1ALv,https://api.spotify.com/v1/audio-analysis/3cCLvbMCHMgX7DLXPr1ALv,184939,4
0.495,0.461,10,-12.065,0,0.244,0.441,0.00546,0.146,0.527,64.334,audio_features,01UHYCiwhLwlmuWQZg5phl,spotify:track:01UHYCiwhLwlmuWQZg5phl,https://api.spotify.com/v1/tracks/01UHYCiwhLwlmuWQZg5phl,https://api.spotify.com/v1/audio-analysis/01UHYCiwhLwlmuWQZg5phl,242480,4
0.461,0.932,9,-3.755,0,0.349,0.642,0.0,0.104,0.778,89.741,audio_features,7f3LgblgWx8T0E8paaOtrD,spotify:track:7f3LgblgWx8T0E8paaOtrD,https://api.spotify.com/v1/tracks/7f3LgblgWx8T0E8paaOtrD,https://api.spotify.com/v1/audio-analysis/7f3LgblgWx8T0E8paaOtrD,209493,5
0.648,0.829,8,-5.701,1,0.26,0.0786,0.0,0.24,0.347,144.948,audio_features,5ktM3oC4Uj6KDUVNLdXOOy,spotify:track:5ktM3oC4Uj6KDUVNLdXOOy,https://api.spotify.com/v1/tracks/5ktM3oC4Uj6KDUVNLdXOOy,https://api.spotify.com/v1/audio-analysis/5ktM3oC4Uj6KDUVNLdXOOy,160087,4
0.763,0.732,1,-6.87,1,0.22,0.197,0.000133,0.526,0.452,129.064,audio_features,5mBLsGeDozivo9EmIBid2H,spotify:track:5mBLsGeDozivo9EmIBid2H,https://api.spotify.com/v1/tracks/5mBLsGeDozivo9EmIBid2H,https://api.spotify.com/v1/audio-analysis/5mBLsGeDozivo9EmIBid2H,156269,4
0.782,0.722,6,-10.143,0,0.0532,0.000251,0.895,0.111,0.157,124.002,audio_features,1Vn1mJ54dSGiTu7ze8Tu2w,spotify:track:1Vn1mJ54dSGiTu7ze8Tu2w,https://api.spotify.com/v1/tracks/1Vn1mJ54dSGiTu7ze8Tu2w,https://api.spotify.com/v1/audio-analysis/1Vn1mJ54dSGiTu7ze8Tu2w,438787,4
0.789,0.665,9,-5.201,1,0.0665,0.00775,0.0,0.109,0.324,127.914,audio_features,3Z7dieIRSquTYqLVR15mov,spotify:track:3Z7dieIRSquTYqLVR15mov,https://api.spotify.com/v1/tracks/3Z7dieIRSquTYqLVR15mov,https://api.spotify.com/v1/audio-analysis/3Z7dieIRSquTYqLVR15mov,270747,4
0.79,0.547,6,-9.515,1,0.048,0.399,0.000371,0.114,0.969,142.024,audio_features,4Vk4Yf7pDmB1dxLFSTjBUH,spotify:track:4Vk4Yf7pDmB1dxLFSTjBUH,https://api.spotify.com/v1/tracks/4Vk4Yf7pDmB1dxLFSTjBUH,https://api.spotify.com/v1/audio-analysis/4Vk4Yf7pDmB1dxLFSTjBUH,191392,4
0.622,0.674,6,-7.097,0,0.0719,0.131,0.0,0.402,0.438,114.958,audio_features,1WivaDTus6pTZQQLBQYDm3,spotify:track:1WivaDTus6pTZQQLBQYDm3,https://api.spotify.com/v1/tracks/1WivaDTus6pTZQQLBQYDm3,https://api.spotify.com/v1/audio-analysis/1WivaDTus6pTZQQLBQYDm3,304700,4
0.789,0.656,11,-5.798,0,0.063,0.0672,0.018,0.785,0.542,146.012,audio_features,6vVxtVjGFGzMiHw54ySzdw,spotify:track:6vVxtVjGFGzMiHw54ySzdw,https://api.spotify.com/v1/tracks/6vVxtVjGFGzMiHw54ySzdw,https://api.spotify.com/v1/audio-analysis/6vVxtVjGFGzMiHw54ySzdw,193933,4
0.75,0.558,6,-8.628,0,0.204,0.0762,2.24e-05,0.371,0.41,140.146,audio_features,1eQ6ky8AGbsKIZe2wXKauq,spotify:track:1eQ6ky8AGbsKIZe2wXKauq,https://api.spotify.com/v1/tracks/1eQ6ky8AGbsKIZe2wXKauq,https://api.spotify.com/v1/audio-analysis/1eQ6ky8AGbsKIZe2wXKauq,258373,4
0.663,0.646,1,-5.365,0,0.37,0.053,0.0,0.11,0.828,130.802,audio_features,0fR6vGyAj509hVhmfFn7AV,spotify:track:0fR6vGyAj509hVhmfFn7AV,https://api.spotify.com/v1/tracks/0fR6vGyAj509hVhmfFn7AV,https://api.spotify.com/v1/audio-analysis/0fR6vGyAj509hVhmfFn7AV,202647,5
0.704,0.617,10,-10.323,0,0.152,0.415,0.0,0.208,0.719,91.449,audio_features,7Ay1HCuLrbUfSS3jpxkduw,spotify:track:7Ay1HCuLrbUfSS3jpxkduw,https://api.spotify.com/v1/tracks/7Ay1HCuLrbUfSS3jpxkduw,https://api.spotify.com/v1/audio-analysis/7Ay1HCuLrbUfSS3jpxkduw,183687,4
0.608,0.477,11,-13.725,1,0.0552,0.418,0.662,0.108,0.0812,124.991,audio_features,3O4JxXuKWmGwkFnPmHU0Vu,spotify:track:3O4JxXuKWmGwkFnPmHU0Vu,https://api.spotify.com/v1/tracks/3O4JxXuKWmGwkFnPmHU0Vu,https://api.spotify.com/v1/audio-analysis/3O4JxXuKWmGwkFnPmHU0Vu,238080,4
0.807,0.568,8,-12.424,0,0.0571,0.576,0.895,0.098,0.618,117.009,audio_features,0DtvmA9qyTtrcCW4CcobHl,spotify:track:0DtvmA9qyTtrcCW4CcobHl,https://api.spotify.com/v1/tracks/0DtvmA9qyTtrcCW4CcobHl,https://api.spotify.com/v1/audio-analysis/0DtvmA9qyTtrcCW4CcobHl,380149,4
0.774,0.683,2,-8.059,1,0.154,0.0581,0.0,0.0763,0.75,159.997,audio_features,33IL5PLi6K3jtW7lCUepx7,spotify:track:33IL5PLi6K3jtW7lCUepx7,https://api.spotify.com/v1/tracks/33IL5PLi6K3jtW7lCUepx7,https://api.spotify.com/v1/audio-analysis/33IL5PLi6K3jtW7lCUepx7,132703,4
0.564,0.66,2,-7.02,1,0.233,0.0365,2.7e-06,0.326,0.397,146.374,audio_features,6XKdQ1LdislQroUcQuObif,spotify:track:6XKdQ1LdislQroUcQuObif,https://api.spotify.com/v1/tracks/6XKdQ1LdislQroUcQuObif,https://api.spotify.com/v1/audio-analysis/6XKdQ1LdislQroUcQuObif,283403,4
0.598,0.621,10,-6.722,0,0.288,0.637,0.0,0.086,0.573,108.231,audio_features,51HuSQ3lAnMuZiPu9YBJqN,spotify:track:51HuSQ3lAnMuZiPu9YBJqN,https://api.spotify.com/v1/tracks/51HuSQ3lAnMuZiPu9YBJqN,https://api.spotify.com/v1/audio-analysis/51HuSQ3lAnMuZiPu9YBJqN,152532,4
0.864,0.342,1,-10.978,1,0.263,0.000952,0.0554,0.704,0.269,117.975,audio_features,5WDY6oq6wa5fMsUUz5S21T,spotify:track:5WDY6oq6wa5fMsUUz5S21T,https://api.spotify.com/v1/tracks/5WDY6oq6wa5fMsUUz5S21T,https://api.spotify.com/v1/audio-analysis/5WDY6oq6wa5fMsUUz5S21T,264407,4
0.741,0.603,8,-10.471,0,0.326,0.306,0.0,0.193,0.522,146.002,audio_features,3wCKaMACBOV1ZgpmEaJz6n,spotify:track:3wCKaMACBOV1ZgpmEaJz6n,https://api.spotify.com/v1/tracks/3wCKaMACBOV1ZgpmEaJz6n,https://api.spotify.com/v1/audio-analysis/3wCKaMACBOV1ZgpmEaJz6n,144744,4
0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,100.541,audio_features,5ry2OE6R2zPQFDO85XkgRb,spotify:track:5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/tracks/5ry2OE6R2zPQFDO85XkgRb,https://api.spotify.com/v1/audio-analysis/5ry2OE6R2zPQFDO85XkgRb,205427,4
0.871,0.31,0,-13.771,1,0.48,0.395,0.0,0.0911,0.554,139.992,audio_features,3Z2WUE1O9QiwHbSsVKQ0OJ,spotify:track:3Z2WUE1O9QiwHbSsVKQ0OJ,https://api.spotify.com/v1/tracks/3Z2WUE1O9QiwHbSsVKQ0OJ,https://api.spotify.com/v1/audio-analysis/3Z2WUE1O9QiwHbSsVKQ0OJ,178286,4
0.879,0.537,0,-8.823,1,0.42,0.157,0.0,0.259,0.563,141.024,audio_features,1WkZBT0sZmUUznA6XwscXL,spotify:track:1WkZBT0sZmUUznA6XwscXL,https://api.spotify.com/v1/tracks/1WkZBT0sZmUUznA6XwscXL,https://api.spotify.com/v1/audio-analysis/1WkZBT0sZmUUznA6XwscXL,190965,4
0.912,0.794,9,-6.551,1,0.351,0.554,0.0,0.0678,0.958,140.044,audio_features,4bylHm9dnaeyX5xCMfa7TQ,spotify:track:4bylHm9dnaeyX5xCMfa7TQ,https://api.spotify.com/v1/tracks/4bylHm9dnaeyX5xCMfa7TQ,https://api.spotify.com/v1/audio-analysis/4bylHm9dnaeyX5xCMfa7TQ,168125,4
0.79,0.83,0,-3.082,0,0.0897,0.237,5.06e-05,0.112,0.407,133.999,audio_features,1quOpvVxpbFGpQAgCVYZ57,spotify:track:1quOpvVxpbFGpQAgCVYZ57,https://api.spotify.com/v1/tracks/1quOpvVxpbFGpQAgCVYZ57,https://api.spotify.com/v1/audio-analysis/1quOpvVxpbFGpQAgCVYZ57,217231,4
0.887,0.501,1,-7.982,1,0.419,0.498,0.0,0.122,0.403,145.995,audio_features,4o2Iwvz9M7qdUUaCmfrZAQ,spotify:track:4o2Iwvz9M7qdUUaCmfrZAQ,https://api.spotify.com/v1/tracks/4o2Iwvz9M7qdUUaCmfrZAQ,https://api.spotify.com/v1/audio-analysis/4o2Iwvz9M7qdUUaCmfrZAQ,163605,4
0.9,0.592,6,-8.499,0,0.463,0.318,0.0,0.107,0.432,139.988,audio_features,3HUb7feX3gdnzZVEHy5yFj,spotify:track:3HUb7feX3gdnzZVEHy5yFj,https://api.spotify.com/v1/tracks/3HUb7feX3gdnzZVEHy5yFj,https://api.spotify.com/v1/audio-analysis/3HUb7feX3gdnzZVEHy5yFj,192387,4
0.609,0.674,1,-3.007,0,0.202,0.595,0.0,0.203,0.789,127.656,audio_features,2NHSYwGkAvPHzCinY0KwXo,spotify:track:2NHSYwGkAvPHzCinY0KwXo,https://api.spotify.com/v1/tracks/2NHSYwGkAvPHzCinY0KwXo,https://api.spotify.com/v1/audio-analysis/2NHSYwGkAvPHzCinY0KwXo,231261,3
0.53,0.888,8,-3.511,1,0.212,0.00252,0.0,0.302,0.678,125.048,audio_features,26g9NU7OeoDeG4ZEv7vvAK,spotify:track:26g9NU7OeoDeG4ZEv7vvAK,https://api.spotify.com/v1/tracks/26g9NU7OeoDeG4ZEv7vvAK,https://api.spotify.com/v1/audio-analysis/26g9NU7OeoDeG4ZEv7vvAK,219692,4
0.657,0.644,5,-5.698,0,0.363,0.802,0.0,0.101,0.567,85.283,audio_features,01GmGxOPy22EdAZGC0X6q1,spotify:track:01GmGxOPy22EdAZGC0X6q1,https://api.spotify.com/v1/tracks/01GmGxOPy22EdAZGC0X6q1,https://api.spotify.com/v1/audio-analysis/01GmGxOPy22EdAZGC0X6q1,299168,4
0.74,0.852,2,-7.323,0,0.0453,0.51,0.123,0.158,0.903,102.015,audio_features,5srIkb35ees5dhgjK3zdfz,spotify:track:5srIkb35ees5dhgjK3zdfz,https://api.spotify.com/v1/tracks/5srIkb35ees5dhgjK3zdfz,https://api.spotify.com/v1/audio-analysis/5srIkb35ees5dhgjK3zdfz,197559,4
0.747,0.624,2,-5.532,1,0.0864,0.182,0.0,0.0864,0.755,97.053,audio_features,5nUiz96J8ZSmwoSuL4sGvh,spotify:track:5nUiz96J8ZSmwoSuL4sGvh,https://api.spotify.com/v1/tracks/5nUiz96J8ZSmwoSuL4sGvh,https://api.spotify.com/v1/audio-analysis/5nUiz96J8ZSmwoSuL4sGvh,195074,4
0.623,0.724,4,-5.237,0,0.242,0.0967,3.31e-06,0.09,0.614,127.351,audio_features,3dVCcRzAulDIuQQoQpDBTb,spotify:track:3dVCcRzAulDIuQQoQpDBTb,https://api.spotify.com/v1/tracks/3dVCcRzAulDIuQQoQpDBTb,https://api.spotify.com/v1/audio-analysis/3dVCcRzAulDIuQQoQpDBTb,162951,5
0.658,0.852,7,-9.058,1,0.0493,0.00567,0.000484,0.341,0.73,92.346,audio_features,6Wux9SSXcUdgwG7TItGTJz,spotify:track:6Wux9SSXcUdgwG7TItGTJz,https://api.spotify.com/v1/tracks/6Wux9SSXcUdgwG7TItGTJz,https://api.spotify.com/v1/audio-analysis/6Wux9SSXcUdgwG7TItGTJz,248491,4
0.623,0.761,0,-6.084,1,0.0312,0.0223,0.000246,0.39,0.456,99.055,audio_features,19zPT36WogsfBd8HIaUnt4,spotify:track:19zPT36WogsfBd8HIaUnt4,https://api.spotify.com/v1/tracks/19zPT36WogsfBd8HIaUnt4,https://api.spotify.com/v1/audio-analysis/19zPT36WogsfBd8HIaUnt4,269893,4
0.776,0.811,2,-5.273,1,0.0876,0.069,0.000494,0.333,0.582,116.696,audio_features,4cakdyTV2GRb9ktqBNMChH,spotify:track:4cakdyTV2GRb9ktqBNMChH,https://api.spotify.com/v1/tracks/4cakdyTV2GRb9ktqBNMChH,https://api.spotify.com/v1/audio-analysis/4cakdyTV2GRb9ktqBNMChH,168522,4
0.452,0.697,10,-6.818,0,0.132,0.449,0.0379,0.261,0.491,76.386,audio_features,4GEV63x0iGcXTLdcJHH4mm,spotify:track:4GEV63x0iGcXTLdcJHH4mm,https://api.spotify.com/v1/tracks/4GEV63x0iGcXTLdcJHH4mm,https://api.spotify.com/v1/audio-analysis/4GEV63x0iGcXTLdcJHH4mm,225255,4
0.763,0.712,8,-10.213,0,0.132,0.341,0.000233,0.125,0.872,159.959,audio_features,5KRSA9ovjY9qns7qKHnnSC,spotify:track:5KRSA9ovjY9qns7qKHnnSC,https://api.spotify.com/v1/tracks/5KRSA9ovjY9qns7qKHnnSC,https://api.spotify.com/v1/audio-analysis/5KRSA9ovjY9qns7qKHnnSC,200250,4
0.668,0.499,8,-7.615,1,0.507,0.0969,0.0,0.422,0.536,104.299,audio_features,5vR65o6UhwcmQqaNtLzNOX,spotify:track:5vR65o6UhwcmQqaNtLzNOX,https://api.spotify.com/v1/tracks/5vR65o6UhwcmQqaNtLzNOX,https://api.spotify.com/v1/audio-analysis/5vR65o6UhwcmQqaNtLzNOX,201399,3
0.903,0.839,11,-9.447,0,0.208,0.0939,0.0,0.102,0.727,133.986,audio_features,7b4ky1LlQLFhXHmhZkFgqV,spotify:track:7b4ky1LlQLFhXHmhZkFgqV,https://api.spotify.com/v1/tracks/7b4ky1LlQLFhXHmhZkFgqV,https://api.spotify.com/v1/audio-analysis/7b4ky1LlQLFhXHmhZkFgqV,190537,4
0.673,0.892,10,-7.175,0,0.244,0.19,0.0,0.228,0.293,87.497,audio_features,7wMCECqH5hlj6HF2J2LKAZ,spotify:track:7wMCECqH5hlj6HF2J2LKAZ,https://api.spotify.com/v1/tracks/7wMCECqH5hlj6HF2J2LKAZ,https://api.spotify.com/v1/audio-analysis/7wMCECqH5hlj6HF2J2LKAZ,184201,4
0.45,0.55,7,-7.825,1,0.154,0.24,0.0,0.292,0.552,85.515,audio_features,2cHbaJXQcw14NzfplQoUWi,spotify:track:2cHbaJXQcw14NzfplQoUWi,https://api.spotify.com/v1/tracks/2cHbaJXQcw14NzfplQoUWi,https://api.spotify.com/v1/audio-analysis/2cHbaJXQcw14NzfplQoUWi,148307,4
0.451,0.81,7,-6.456,1,0.473,0.369,0.0,0.123,0.451,82.918,audio_features,7kYqWxsKFTQYSUkEmkepFF,spotify:track:7kYqWxsKFTQYSUkEmkepFF,https://api.spotify.com/v1/tracks/7kYqWxsKFTQYSUkEmkepFF,https://api.spotify.com/v1/audio-analysis/7kYqWxsKFTQYSUkEmkepFF,262280,4
0.33,0.603,0,-7.571,1,0.36,0.601,0.00063,0.307,0.812,168.456,audio_features,0w9aWiDqZPCOCOtRTLkTPd,spotify:track:0w9aWiDqZPCOCOtRTLkTPd,https://api.spotify.com/v1/tracks/0w9aWiDqZPCOCOtRTLkTPd,https://api.spotify.com/v1/audio-analysis/0w9aWiDqZPCOCOtRTLkTPd,245333,3
0.805,0.395,0,-12.161,1,0.151,0.353,6.02e-06,0.141,0.21,133.061,audio_features,7y8jt3N6UEUkglhuhtbN5x,spotify:track:7y8jt3N6UEUkglhuhtbN5x,https://api.spotify.com/v1/tracks/7y8jt3N6UEUkglhuhtbN5x,https://api.spotify.com/v1/audio-analysis/7y8jt3N6UEUkglhuhtbN5x,262993,4
0.729,0.842,0,-5.566,1,0.25,0.136,0.0,0.37,0.789,99.159,audio_features,1cte34yQV9hjkErHRHvXt3,spotify:track:1cte34yQV9hjkErHRHvXt3,https://api.spotify.com/v1/tracks/1cte34yQV9hjkErHRHvXt3,https://api.spotify.com/v1/audio-analysis/1cte34yQV9hjkErHRHvXt3,160708,4
0.764,0.652,7,-12.144,1,0.054,0.00649,0.72,0.179,0.038,120.02,audio_features,7r6bmQt0kYZZL97ihXsNWU,spotify:track:7r6bmQt0kYZZL97ihXsNWU,https://api.spotify.com/v1/tracks/7r6bmQt0kYZZL97ihXsNWU,https://api.spotify.com/v1/audio-analysis/7r6bmQt0kYZZL97ihXsNWU,177979,4
0.584,0.389,11,-12.315,1,0.154,0.689,0.0,0.319,0.288,79.976,audio_features,0Zgcv1wy4bRWpfsM27uPGK,spotify:track:0Zgcv1wy4bRWpfsM27uPGK,https://api.spotify.com/v1/tracks/0Zgcv1wy4bRWpfsM27uPGK,https://api.spotify.com/v1/audio-analysis/0Zgcv1wy4bRWpfsM27uPGK,153750,4
0.739,0.326,5,-10.376,0,0.0369,0.512,0.0515,0.137,0.273,97.354,audio_features,09byaVBbIvJWJHdZEl4Sin,spotify:track:09byaVBbIvJWJHdZEl4Sin,https://api.spotify.com/v1/tracks/09byaVBbIvJWJHdZEl4Sin,https://api.spotify.com/v1/audio-analysis/09byaVBbIvJWJHdZEl4Sin,150512,4
0.734,0.587,11,-9.044,0,0.406,0.107,0.0,0.111,0.419,127.561,audio_features,2tU2dbpcLijyxcINyyzx4v,spotify:track:2tU2dbpcLijyxcINyyzx4v,https://api.spotify.com/v1/tracks/2tU2dbpcLijyxcINyyzx4v,https://api.spotify.com/v1/audio-analysis/2tU2dbpcLijyxcINyyzx4v,166154,4
0.819,0.525,6,-8.85,1,0.104,0.00524,1.61e-05,0.0954,0.15,124.856,audio_features,6rdaW0ZtNeQv4J2lmOf4sS,spotify:track:6rdaW0ZtNeQv4J2lmOf4sS,https://api.spotify.com/v1/tracks/6rdaW0ZtNeQv4J2lmOf4sS,https://api.spotify.com/v1/audio-analysis/6rdaW0ZtNeQv4J2lmOf4sS,163200,4
0.864,0.877,6,-2.418,0,0.0644,0.0126,1.46e-05,0.0831,0.686,103.985,audio_features,4cyUTdVRJNxjcI9W4TezDW,spotify:track:4cyUTdVRJNxjcI9W4TezDW,https://api.spotify.com/v1/tracks/4cyUTdVRJNxjcI9W4TezDW,https://api.spotify.com/v1/audio-analysis/4cyUTdVRJNxjcI9W4TezDW,189107,4
0.688,0.729,4,-6.56,0,0.0573,0.437,0.00369,0.0928,0.469,110.055,audio_features,7aQeWViSfRWSEwtJD86Eq0,spotify:track:7aQeWViSfRWSEwtJD86Eq0,https://api.spotify.com/v1/tracks/7aQeWViSfRWSEwtJD86Eq0,https://api.spotify.com/v1/audio-analysis/7aQeWViSfRWSEwtJD86Eq0,251029,4
0.88,0.577,10,-8.093,0,0.301,0.0564,1.02e-06,0.201,0.74,90.993,audio_features,1BKT2I9x4RGKaKqW4up34s,spotify:track:1BKT2I9x4RGKaKqW4up34s,https://api.spotify.com/v1/tracks/1BKT2I9x4RGKaKqW4up34s,https://api.spotify.com/v1/audio-analysis/1BKT2I9x4RGKaKqW4up34s,214440,4
0.727,0.761,0,-5.686,0,0.436,0.619,0.0,0.077,0.706,91.108,audio_features,3rqmxZNh2BRgJ3BiCPFTSG,spotify:track:3rqmxZNh2BRgJ3BiCPFTSG,https://api.spotify.com/v1/tracks/3rqmxZNh2BRgJ3BiCPFTSG,https://api.spotify.com/v1/audio-analysis/3rqmxZNh2BRgJ3BiCPFTSG,240160,4
0.812,0.496,9,-5.969,0,0.297,0.271,0.0,0.0955,0.55,109.979,audio_features,3z4CGd63tpUn9a6oQSG0CI,spotify:track:3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/tracks/3z4CGd63tpUn9a6oQSG0CI,https://api.spotify.com/v1/audio-analysis/3z4CGd63tpUn9a6oQSG0CI,241293,4
