artist_id,artist_popularity,artist_genres
5YjEVrNMrIRw2xGbjTN6Ti,42,"['disco house', 'filter house']"
6oSca91TK1jtHSCjVWp3mx,22,[]
0U14GimEuoGTXPNaoNAlmg,37,"['desert blues', 'wassoulou']"
1WvziZcLLYLoMMdmQx7qcN,42,"['brill building pop', 'classic girl group', 'rock-and-roll']"
7lffJlv0nRl0sIsHDmo0SB,41,"['soul', 'southern soul']"
1eYhYunlNJlDoQhtYBvPsi,65,"['classic soul', 'jazz blues', 'piano blues', 'soul', 'soul blues', 'vocal jazz']"
1SQRv42e4PjEYfPhS0Tk9E,62,"['album rock', 'art rock', 'british invasion', 'classic rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock', 'singer-songwriter']"
7xj1YIDzHU6vkUwP76NEyx,38,['sped up']
4oLeXFyACqeem2VImYeBFe,75,"['edm', 'house', 'stutter house']"
04Hrgux8cIaNJKUAX7WwJN,45,"['afro soul', 'afropop', 'kwaito', 'south african pop', 'south african pop dance']"
2eSj64hhMVJPYbjpli6k4p,34,"['afro house', 'south african pop']"
44f1ZKVW8Zh13oCOGGTiFd,46,"['ethnotronica', 'organic electronic', 'organic house']"
59hLmB5DrdihCYtNeFeW1U,59,"['adult standards', 'arkansas country', 'classic country pop', 'country rock', 'folk rock', 'mellow gold', 'nashville sound', 'singer-songwriter', 'soft rock']"
053q0ukIDRgzwTr4vNSwab,65,"['art pop', 'canadian electropop', 'grave wave', 'indietronica', 'metropopolis', 'neo-synthpop']"
0mQU7aLi35kTXGf2WjKM35,10,[]
1O10apSOoAPjOu6UhUNmeI,45,"['chillwave', 'electronica', 'future garage', 'indie soul', 'indietronica']"
7mbyocfSOEDLUpdGRyDVgx,27,[]
3ZGwQcTbkx3ubLRoXUBcCd,10,[]
3Rj0tDHoX7C5NFq5DKIpHt,48,"['alternative rock', 'art pop', 'experimental', 'experimental pop', 'experimental rock', 'indietronica', 'neo-psychedelic', 'no wave', 'noise pop']"
6e7BQ0gM6o8ecMXRZkXxlZ,42,"['abstract beats', 'alternative hip hop', 'indie jazz', 'wonky']"
0b3fYxnG6tlR0zLtBJd8DF,55,['alternative hip hop']
2CvCyf1gEVhI0mX6aFXmVI,64,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter', 'soft rock']"
6VDUKPL50LjK2upB0R3SXE,37,"['classic polish pop', 'poezja spiewana', 'sung poetry']"
4XbQUkFYWthjpAPp96lHWt,18,"['russian electronic', 'russian techno']"
2Di8r9df6xjyj6CVOqbGVz,48,"['acid house', 'chicago house', 'classic house']"
0vYkHhJ48Bs3jWcvZXvOrP,54,"['art punk', 'permanent wave', 'protopunk', 'singer-songwriter']"
72f5AR6hMeL3BwtcO7HqhS,38,['bath indie']
3KH7WsR2JZQ94Ik8SyabU6,53,"['afropop', 'malian blues', 'mande pop', 'world']"
1sNT5A9P1Qgivb9X1aeVLt,27,['yugoslav rock']
00E0xvoM67oRJk8a5iTyEh,36,"['chicha', 'folclor afrocolombiano', 'latin afrobeat', 'nu-cumbia']"
5O35zGUolf87RATk2NgSD3,43,"['bedroom pop', 'modern indie pop']"
30A0dNl1aYj4oOaMJKQk6Q,27,['danish indie pop']
6Jrxnp0JgqmeUX1veU591p,55,"['alternative dance', 'art pop', 'indietronica', 'neo-synthpop']"
1l9d7B8W0IHy3LqWsxP2SH,61,"['indietronica', 'metropopolis', 'neo-synthpop']"
4NZvixzsSefsNiIqXn0NDe,69,['indie pop']
7rZjYMRC5pTV089WKn1Y4s,24,"['float house', 'future garage', 'outsider house']"
3zmfs9cQwzJl575W1ZYXeT,67,"['indie pop', 'pov: indie']"
4yrO1N273PlTaixa4BNwBz,29,"['electra', 'float house']"
0n7CYdHaJm01NFXRhwbbKs,43,"['grime', 'uk alternative hip hop', 'uk hip hop']"
1ThoqLcyIYvZn7iWbj8fsj,72,"['classic soul', 'funk', 'quiet storm', 'soul']"
5bVwCv4C9KQXdUVTCVSjy4,34,[]
3BeQqzKdlARoOd6y30kCO2,49,"['east coast hip hop', 'instrumental hip hop', 'jazz rap']"
6PsuUa5ijopH2T8rVzHSZc,33,['hypnagogic pop']
7LTSTQkL7iK7zndjFQgHQo,37,"['float house', 'future garage']"
4m4ywwSd3EtlfquQLUHnyW,27,['experimental synth']
3bg5rmICvmA8dmYVAdKGYH,40,"['deconstructed club', 'fluxwork', 'hauntology', 'intelligent dance music', 'microhouse', 'wonky']"
6JcD2YKEhgimweLpUI0NEw,46,['electra']
5cmqnZNaNDqgcsTOkQUmqB,25,['dark disco']
6a5fdBQLjJqoSGN5gythKm,36,[]
5FIfw6s4iYUFu6tA3iIIOQ,39,"['future garage', 'outsider house']"
5wPoxI5si3eJsYYwyXV4Wi,53,"['hip hop', 'virginia hip hop']"
1BGN1IdyiSR0ZYrkoKNchl,45,"['berlin school', 'german prog', 'krautrock', 'progressive rock', 'synthesizer']"
4sg0H3qltIBMe0G25XjwUN,27,"['deep funk house', 'deep house']"
1RDvzOp1L5KFMxWsHHzcPN,20,['float house']
0sD8M4PoVLNDJ82fi6oG5e,20,[]
0BzTIDnFI4pvhy7vVNd41Z,36,"['acid jazz', 'broken beat', 'indie jazz', 'neo r&b']"
4si18qS80CBDvSo59qthZJ,27,[]
6xS3zemJD9h94iueQvGqVk,34,"['chillwave', 'electronica', 'future garage', 'indietronica', 'microhouse', 'wonky']"
3VwKSHAfgzV1DOHV0aANCI,48,"['chillwave', 'electra', 'escape room', 'indietronica', 'instrumental hip hop', 'wonky']"
34vLhockmYhf3LgznwyNaQ,38,['metropopolis']
0e1hn6R8UCfLkpHINwAyXR,24,"['classic dubstep', 'footwork', 'future garage', 'uk bass', 'uk garage', 'weightless', 'wonky']"
2NArTWfXN317Ok1Ale3xkX,25,"['experimental techno', 'nyc club']"
4K5Dosv1aTGnVJzfv6QilI,19,"['drum and bass', 'jungle']"
1E0MGozwlbWb4yNxRyd6oq,14,[]
6uJ51uV5rYzu1MJkC4CceI,56,"['breaks', 'experimental house']"
6Q0gMZJNIebNFFaJeonc11,45,"['dance-punk', 'electronic rock']"
0QalUUx2C9F1PGbfQVcHAd,43,[]
4mcHKwboFDmpDBQ4fiOrf3,36,"['experimental club', 'grimewave']"
7jy3rLJdDQY21OgRLCZ9sD,75,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']"
2kLa7JZu4Ijdz1Gle2khZh,47,['uk house']
4VKbZ8lm0Bm1AbtzAbBdpO,22,['experimental house']
4p8fvQcLMWToTpmezUb8T5,30,['uk house']
5RMLpCv3ic2KtGnqJ7eMG4,41,['experimental techno']
4nhvb6x9ZhPiYCzrHDNia9,38,"['canadian house', 'electronica', 'float house', 'future garage', 'microhouse']"
2dsG3u5vUZSGpQGEsq1unH,23,[]
4IpA8djqrW237xdrQ5WFEZ,10,[]
1xaQSClXcsc1JvxZ2qnwBF,30,"['float house', 'skweee', 'swedish electronic']"
5CG9X521RDFWCuAhlo6QoR,45,"['afrobeat', 'afropop', 'world']"
0qN25shfDExXu4zucT1XbK,15,['afrobeat fusion']
3wJlBsm70cEtLqJA69G2xn,9,[]
4tZwfgrHOc3mvqYlEYSvVi,78,"['electro', 'filter house', 'rock']"
1Ma3pJzPIrAyYPNRkp3SUF,42,"['electronica', 'future garage', 'lo-fi house']"
10KHZjjoB1dLqa8a15OMar,18,['afro-funk']
1mhxhtwWXI7RbOxOo8IIfd,26,['arab groove']
4qF2B6S4FgNqNMIVnbSWfh,17,['calypso']
3Ka3k9K2WStR52UJVtbJZW,56,['australian dance']
6eXZu6O7nAUA5z6vLV8NKI,59,"['alternative r&b', 'escape room', 'trap queen']"
2nszmSgqreHSdJA3zWPyrW,80,"['bolero', 'latin pop']"
3Y7RZ31TRPVadSFVy1o8os,72,"['r&b', 'rap']"
2YZyLoL8N0Wb9xBt1NhZWg,91,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
59MDSNIYoOY0WRYuodzJPD,49,"['future bass', 'vapor twitch']"
5pKCCKE2ajJHZ9KAiaK11H,87,"['barbadian pop', 'pop', 'urban contemporary']"
00tVTdpEhQQw1bqdu8RCx2,59,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'progressive rock', 'rock']"
0pRuXv2OXnUEOe9HHMNJye,0,[]
7BMccF0hQFBpP6417k1OtQ,60,"['alternative hip hop', 'east coast hip hop', 'hip hop', 'nyc rap', 'queens hip hop']"
4GwxugFPFLGMIEF72P7uas,19,"['acid techno', 'hardgroove']"
2tEyBfwGBfQgLXeAJW0MgC,51,['lo-fi house']
2fo0F81pRzdXjmWP6MkQqB,40,[]
71t5uC7AYxisT7Z55Y2Kqd,35,['ukg revival']
7FwOFjo3jeMUQtZlLnRFUw,16,[]
6avpsZzjS5Yy9daHLBCYmn,40,"['classic soul', 'traditional funk', 'traditional soul']"
3CQIn7N5CuRDP8wEI7FiDA,58,"['east coast hip hop', 'golden age hip hop', 'hip hop', 'old school hip hop', 'queens hip hop', 'rap']"
6wNxgblOzcWxVNVrXjpZnS,8,[]
3EnbnmqrrvApHJs6FMvYik,41,['indie soul']
6xq7g0E52yq4y8Op9X82Uo,33,['stutter house']
6ghiUK2ao3KcmmDt2pbNzN,40,"['jazz funk', 'new orleans funk', 'soul jazz']"
68JPALv2DlQNPeiyyO7PP8,20,[]
0CRfAs5qmkRgw9x9etNGqH,39,"['detroit house', 'detroit techno', 'minimal techno', 'techno']"
687cZJR45JO7jhk1LHIbgq,73,"['afro r&b', 'afrobeats', 'alte', 'nigerian pop']"
4lu50np3LdTkRL09T7x8UP,45,"['deep disco house', 'microhouse', 'minimal techno']"
0vClj7nDFd3J6mRKNmdZ0O,17,[]
5wpqNg79RJLzRKAJUn4jBk,6,[]
0b9U7AWlcVUJ5rDPCtnG9w,8,['uk contemporary jazz']
4nlQA3jNE8cukTo6CdyCWP,39,['psychedelic folk rock']
68kEuyFKyqrdQQLLsmiatm,64,"['conscious hip hop', 'hip hop', 'rap', 'underground hip hop']"
0g9vAlRPK9Gt3FKCekk4TW,57,"['conscious hip hop', 'hip hop', 'rap']"
3Sz7ZnJQBIHsXLUSo0OQtM,77,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']"
5vSQUyT33qxr1xAX2Tkf3A,67,"['cloud rap', 'experimental hip hop', 'instrumental hip hop', 'psychedelic hip hop']"
3JJR0ExBP5G8uyhcViM14W,39,['jazztronica']
5MbNzCW3qokGyoo9giHA3V,59,"['atl hip hop', 'hip hop', 'indie hip hop', 'psychedelic hip hop', 'rap', 'underground hip hop']"
0UF7XLthtbSF2Eur7559oV,57,['filter house']
0fTHKjepK5HWOrb2rkS5Em,38,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz funk', 'jazz trumpet']"
1O9dpGFcvuAU0tuAUpYg3N,15,[]
1YhcreGr3lGJf6nOne2AIv,27,[]
2Kv0ApBohrL213X9avMrEn,37,"['future garage', 'uk funky', 'vogue']"
6KkltYAOOGsCaW7dO9jF98,40,[]
5B9vWdtlNqK2UKM6MdE0WN,22,['dark disco']
34ehU42UfPtkgHMoD9gMJD,21,[]
3eFWkD6LdFbCIJ58jQaMyH,13,[]
0vofauxpLOlwZYA0Gs9X9e,9,[]
066X20Nz7iquqkkCW6Jxy6,56,"['alternative dance', 'alternative rock', 'art pop', 'dance rock', 'dance-punk', 'electronic rock', 'electronica', 'indie rock', 'indietronica', 'neo-synthpop', 'new rave']"
0FKqQAbZijrpGaRw6PqDDI,13,[]
7u4XOmYM17wky9X9HM2MQS,7,[]
2rdM4D1WnnU3JcTb02KEtK,8,[]
1lsJmnN90u3KBvF3tGEWr3,37,['neo-psychedelic']
3LMmWHeU0PGvCcD5gelFfe,19,"['african percussion', 'afrobeat']"
3Btuf1RlPWMzHASwRufaNs,14,['afro-funk']
7nwdEDnfgNpPhWQCXX3KSx,29,['uk house']
0aIpJqqTLf683ojWREc5lg,44,"['electronica', 'float house', 'future garage', 'uk bass', 'wonky']"
1j8HYCn8bRMA3kYN66pVCG,22,[]
5mIowAJMp7RKNheelruV5z,58,"['deep disco house', 'melodic house']"
2AzO6D2TXB9qEqL6UfUU8r,28,"['haitian dance', 'rasin']"
2SGAAoINRpH9UQf7Gq9WcK,17,['afro-funk']
56SqjNFHn8y9xCdyOUbBs8,21,[]
4d2NUjh9ZrzG1ZZdhpSDKH,47,['scottish techno']
2Vsiki0qM11ADccRwwvS1c,20,['australian ambient']
62k5LKMhymqlDNo2DWOvvv,59,"['alternative dance', 'dance-punk', 'electro house', 'fidget house', 'filter house', 'german dance', 'german techno', 'new rave']"
7LAUsmZK0QfpJAmapct66h,25,[]
5zhFh3TVP5rGgHoT5TcIDj,13,[]
4KDu9uqzqseVCpQXMa8Pvm,36,[]
1uF7AFfGahplhiaHEy9NNl,35,"['australian dance', 'disco house']"
6EbSbVKlRuKxfIfr8H7mCo,15,[]
6qgnBH6iDM91ipVXv28OMu,66,"['alternative r&b', 'escape room', 'indie soul', 'lgbtq+ hip hop']"
6HabM2PUM519iIxervGWSb,42,['uk house']
2Lx2CAHHQ2IC1iXjS6Y70v,22,['experimental club']
0EmeFodog0BfCgMzAIvKQp,83,"['colombian pop', 'dance pop', 'latin pop', 'pop']"
0MGE7m2KV6Db6jOZFy93aD,44,"['poezja spiewana', 'sung poetry']"
5NhirHwHO8nu6MrwjBizh7,26,[]
59qo8jHDlC1i30HVjQQW3O,33,"['deep house', 'electronica', 'float house', 'future garage', 'microhouse', 'minimal tech house', 'swedish electronic', 'swedish house']"
0iOVhN3tnSvgDbcg25JoJb,66,"['jazz blues', 'soul', 'soul blues', 'torch song', 'vocal jazz']"
0ygIgsjUzKivFgxgjQ9iV9,37,"['canadian electronic', 'electronica', 'future garage', 'wonky']"
6B03CBbFJ9aw9CjlxYP0UX,35,[]
4KPgZSnwlJl4LnUDb09mCw,28,['experimental r&b']
7EhUXju6pssa8o3CvFJTew,50,['spytrack']
46pWGuE3dSwY3bMMXGBvVS,73,"['afrobeats', 'nigerian pop']"
6ryjbFyWBZho9KGXqKZdqQ,43,"['jazz funk', 'jazz piano', 'smooth jazz']"
5kTeQ588I2gMuODQFHRQUu,32,['synth funk']
5Y5TRrQiqgUO4S36tzjIRZ,75,"['dance pop', 'pop', 'pop rap']"
12ANZns9LsQCSVZ3eVLmVZ,28,[]
1itM5tXaK5THggpXA7ovAe,49,['psychedelic soul']
5mMkUZv8uUrlH0SHX89BeS,53,"['bboy', 'electronica', 'nu jazz']"
6vgw0jwJkUnW2NR1rzsQU3,49,"['electro swing', 'hip-hop experimental', 'nu jazz', 'rap marseille']"
12ZOHgIYkZiwd9w9F7I83e,44,"['bboy', 'instrumental soul', 'trip hop']"
24OmLPZEq6dYiGJbPCAFVm,35,"['garifuna folk', 'punta']"
5ZMwoAjeDtLJ0XRwRTgaK8,59,"['downtempo', 'electronica', 'latin alternative', 'nu jazz', 'nu-cumbia', 'trip hop']"
63vMehdxxRWq9HBZHskapk,54,['french reggae']
3ZUZYvTkSr7kJQyAXVpqaL,44,"['bebop', 'hard bop', 'jazz', 'jazz funk', 'jazz trumpet', 'soul jazz']"
24iyMncLWykfuMpJZcIjgn,26,"['electrofox', 'filter house', 'munich electronic', 'nu disco']"
45yEuthJ9yq1rNXAOpBnqM,58,"['dark disco', 'electro-pop francais', 'french indietronica']"
4O0fKo5SJeqySbOXgWyhm0,18,['musica mocambicana']
197qjYm2ZpiwHsGufybt15,19,[]
3wcj11K77LjEY1PkEazffa,75,"['afrobeats', 'azontobeats', 'dancehall', 'nigerian hip hop', 'nigerian pop']"
0AIim12jO78DuyyUYbHfAe,29,[]
3Hb64DQZIhDCgyHKrzBXOL,49,"['icelandic pop', 'sunnlensk tonlist']"
4hiLNlqr4vQdiuo1aQKSXS,40,"['indietronica', 'metropopolis', 'swedish electropop', 'swedish indie pop', 'swedish synthpop']"
04ouBKIoUizgF9j6v6TWR8,22,[]
2pXrt2o7FNdFd3l2A3v6C0,16,['guzheng']
3rzYCpIxmAhgjgLcsDAwgm,19,[]
0wIb0PhwT3disoWykRhq6V,51,"['abstract hip hop', 'alternative hip hop']"
4hfcSstwnyuBoek1dQwLkG,44,"['afrobeat', 'jazz funk', 'psychedelic soul']"
0sjhSgEkyVa8QRmkkuckJ0,44,['instrumental funk']
4PmxbsWP1u0TnvqcrIA9ze,47,"['afropop', 'malian blues', 'mande pop', 'world']"
5E4mkcV4vo9RsSbcnk0sm5,16,['afrobeat brasileiro']
6sam1utI6B6K9ggk8UH0kv,20,['modern funk']
0JteaW1VUSassfQphZqD8X,9,['gospel soul']
1SD88tnSinjuhil7acMpgz,16,[]
3gzfJi6zhuDoEiDbzuEXEv,22,[]
0Mqy0WLIhiV2g1WanUInzx,26,[]
7d6TGYTJoO5XAaVnS5obx6,24,"['deep disco', 'italo disco']"
0JmfcW7ntKscmNRiLbKEcw,36,[]
3isYg6esLI9mPQ5IzXp5lD,19,['rare groove']
5136gWjRWFi7Byk9otLF6J,12,[]
5H6T1nmJv7Xm23LACknul2,25,['deep disco']
75gQ7DppTybJkSbxlwmkvo,5,['rare groove']
7sBObaY7xVN3bDVU9AW8O9,20,[]
2UBt0GWBuPVXlPisRvWzlD,44,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'political hip hop']"
0kbYTNQb4Pb1rPbbaF0pT4,59,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet', 'soul', 'vocal jazz']"
2aoFQUeHD1U7pL098lRsDU,62,"['abstract hip hop', 'alternative hip hop', 'hip hop', 'psychedelic hip hop']"
43aQcbl4oX1FLg1fO0cLBg,7,[]
19gFDQ8rQXKhuB9WAArTgh,3,[]
0tIODqvzGUoEaK26rK4pvX,38,"['afrofuturism', 'avant-garde jazz', 'experimental', 'free jazz', 'jazz', 'spiritual jazz']"
1F8ENasYTdkuSb54ymSEjL,18,[]
0Up93b7Ut6uacH5Zv8sBkx,23,['uk alternative hip hop']
2ZhtjVhvHyJ97zm7BnpY3k,33,"['classic polish pop', 'polish synthpop']"
6fxyWrfmjcbj5d12gXeiNV,66,"['dark trap', 'drill', 'hip hop', 'miami hip hop', 'pop rap', 'rap', 'trap', 'underground hip hop']"
2eO4klJg324zroGqnBkqk3,23,[]
0pkyrLngibQ5r4jqB08mH4,15,[]
0sG3iAT9RX4yFXxeSrRyDB,2,[]
2vDV0T8sxx2ENnKXds75e5,53,"['blues', 'classic soul', 'instrumental funk', 'instrumental soul', 'memphis soul', 'soul', 'southern soul', 'traditional blues']"
6ryGFEDvM7703b889hPUFZ,28,"['future garage', 'modern jungle']"
3qBKjEOanahMxlRojwCzhI,65,[]
5H8NL83Hl16bYRy4LCqriO,44,['breaks']
6O2zJ0tId7g07yzHtX0yap,63,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'queens hip hop']"
5CCrgHVEWtg8YTEn1UaYug,33,[]
2h93pZq0e7k5yf4dywlkpM,83,"['lgbtq+ hip hop', 'neo soul']"
3BvWiyLcyLMoOIm2U8HepI,31,"['detroit house', 'detroit techno', 'float house']"
2hNpOiBBvdArEJy7ACY4O1,32,"['chicago house', 'classic house']"
5uNCGgWH5Id1cW8kh9Sc67,26,"['indie jazz', 'indie soul', 'neo r&b']"
755pQSGUy6rtPrUCbnJTvi,37,"['afrobeat', 'afropop']"
2i9uaNzfUtuApAjEf1omV8,47,"['brooklyn indie', 'electropop', 'indie poptimism', 'nyc pop', 'shimmer pop']"
18Wv9AtOmCMGKgRH4uqNB1,15,[]
5W16QgYzUoYB88KU9MWDLn,19,['piano house']
1ZiUiETCYlkxaSXyPBU9We,1,[]
5SE2sfwTpxL2vXRdG6H5PM,46,"['hi-nrg', 'italo disco', 'vintage french electronic']"
3vB7T6czx1Jh89YEnzM0UF,18,['p funk']
1pnPHRg5i0WzPwGqtIoadK,17,"['acid techno', 'dub techno', 'float house']"
1NtQSQp88aPayMu5nBg0cY,7,['post-disco soul']
5D1w6T6H7pnRDQZIrhwlxo,29,['british jazz']
0Cl7W7wMVEl8NtwKIQoa6Z,19,['broken beat']
4Aj5BsUYgadIeoC759FrhE,22,"['classic soul', 'disco', 'funk', 'p funk', 'post-disco']"
2VviFtXYreO6Zn9n8Ibk6C,40,"['jazz piano', 'latin jazz', 'salsa']"
5cMgGlA1xGyeAB2ctYlRdZ,60,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop']"
72ktMty33X1LsIzHdRr0U5,30,"['jazz funk', 'smooth jazz']"
5CIy5Kjk43j5IWOF7jiuzr,18,[]
5FMcKm7A4LRwIJnkzuKZFt,26,['float house']
0lxce8l9zqcEIJvki4lCMP,3,[]
6AwGe2F49hD3ANXvmOwqQB,33,"['deep house', 'float house']"
7sbDfGq4RVRz6cEt5PH4Su,42,['jazz house']
65A90NWrD8qdbNtsRgVXdf,21,['uk house']
2ErTCR7vHeYoB6Z81O8WT2,5,[]
0HoKhZszlKG94i5rhyeL3n,13,[]
3oDbviiivRWhXwIE8hxkVV,69,"['baroque pop', 'classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'singer-songwriter', 'sunshine pop']"
53QzNeFpzAaXYnrDBbDrIp,59,"['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul']"
6bDPzH0ZXkaMcXYlcQ2yoy,36,['old school highlife']
02riqGdWw4EdqKJzOeWRZS,31,"['afrobeat', 'dutch indie rock', 'latin afrobeat']"
7hs75D38FalYWr7BDO1WPh,42,[]
4MxrlfForvSCDswZBxZLR3,30,['brazilian boogie']
6nKqt1nbSBEq3iUXD1Xgz8,49,"['adult standards', 'bubblegum pop', 'easy listening', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']"
1n65zfwYIj5kKEtNgxUlWb,55,"['alternative rock', 'dream pop', 'new romantic', 'new wave', 'post-punk', 'punk', 'uk post-punk']"
2wvesZDj8ZSWHWosi8nbb6,1,[]
0b2YLMboLmhRio7F9vroR9,13,"['brass band', 'brass band pop']"
2Mn5YxJ8YfFCU6h2Ypr8NI,17,"['classic dubstep', 'purple sound']"
5INjqkS1o8h1imAzPqGZBb,78,"['australian psych', 'modern rock', 'neo-psychedelic', 'rock']"
11hIqBsGRPztdjBHCSLClX,50,"['europop', 'talent show']"
4Gq2njeNuSrg6dVZZkXUXA,7,"['brit funk', 'deep disco']"
2GVtgxcx7jg5xVCZsIHSGN,49,"['bass house', 'electro house', 'house', 'tech house']"
5EmEZjq8eHEC6qFnT63Lza,62,['melodic house']
5sHn9ENA6XtnLmOrVQt2BB,29,['vapor soul']
7zrkALJ9ayRjzysp4QYoEg,61,"['electronica', 'future garage', 'indie soul']"
380fnmlGnkyueBMqGWx2k5,43,"['electronica', 'indie soul', 'nu disco']"
7LvvNoUPwTZpgXDWBRrfHg,55,['indie soul']
7KGI0OwY8iAL5rI5p47YyK,50,['indie soul']
5bC48lf8QD99jU2lLiJlon,20,[]
6vppz3tulJ9jaQE94ff75t,0,[]
3KcV1kKG7Y0Gq7xPAGVjkZ,28,"['afrofuturism', 'detroit techno', 'electro', 'intelligent dance music', 'techno']"
0NnCgUxhtWt1yBtpDyvFQf,40,"['east coast hip hop', 'queens hip hop']"
25ORH36m22WXNx98UdFT1T,35,['uk house']
0vSfjPjAbekoehCpmy1RV1,47,"['classic house', 'disco house', 'vocal house']"
6h3rSZ8VLK7a5vXjEmhfuD,48,"['classic soul', 'disco', 'funk', 'jazz funk', 'p funk', 'post-disco', 'quiet storm', 'soul']"
1yjAx9cww4f1QuAaN3dUI2,52,"['french synthpop', 'italo disco']"
22HVxZPA6UhBp8wahxDA6I,53,"['chanson', 'ye ye']"
3loflELg7MzgrOyNqERolN,47,"['new romantic', 'new wave', 'new wave pop', 'sophisti-pop']"
0cQbJU1aAzvbEmTuljWLlF,67,"['dance pop', 'dance rock', 'permanent wave', 'pop rock', 'rock']"
24Cf1irKt7kcewb9OOkPum,46,['alternative r&b']
6IYnSXO40Bh7Zdqhf6rQoj,52,['classic canadian rock']
1aX2dmV8XoHYCOQRxjPESG,59,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
20p5D2KrE8CGuOjHtxsyTp,57,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop']"
5gxynDEKwNDgxGJmJjZyte,56,"['album rock', 'classic rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']"
73a6pNH4YtLNgDbPQwXveo,54,"['new romantic', 'new wave', 'new wave pop']"
51l0uqRxGaczYr4271pVIC,59,"['album rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'paisley underground', 'soft rock']"
69zRcOlNdSZ17VfIZe4VU3,37,['classic uk pop']
3X0tJzVYoWlfjLYI0Ridsw,52,"['lilith', 'new romantic', 'new wave pop', 'permanent wave', 'singer-songwriter']"
7i9j813KFoSBMldGqlh2Z1,64,"['house', 'pop dance', 'uk dance']"
6olE6TJLqED3rqDCT0FyPh,79,"['grunge', 'permanent wave', 'rock']"
0FMucZsEnCxs5pqBjHjIc8,63,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz', 'vocal jazz']"
7yxi31szvlbwvKq9dYOmFI,51,"['electronica', 'intelligent dance music']"
7tA9Eeeb68kkiG9Nrvuzmi,35,"['electronic rock', 'glitch pop', 'modern alternative rock', 'supergroup']"
0QOQc6jEsPX5Y45TV0hXQy,45,"['float house', 'jazz house', 'nz electronic']"
1hkRfKGoJisJDbo6eSf1pg,48,"['french indie pop', 'french indietronica']"
2tSv9mEQSuNVMGr9qjYfkr,34,"['alternative r&b', 'escape room', 'lgbtq+ hip hop', 'trap queen']"
16rCzZOMQX7P8Kmn5YKexI,58,"['alternative r&b', 'indie anthem-folk', 'uk contemporary r&b']"
3cniTumSiUysiPWXapGx1i,60,"['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock']"
3RGLhK1IP9jnYFH4BRFJBS,67,"['alternative rock', 'permanent wave', 'punk', 'rock']"
0knGpCTbmG4ctl1wzYRZs4,53,['bedroom soul']
6jNffWhYnu0IXhn8GyLbgY,19,[]
7cXMDkf45UtgRlxemP1I4o,16,[]
68DGxDpMWfSsPJEjT4wQnW,27,['virginia hip hop']
1kDGbuxWknIKx4FlgWxiSp,65,"['alternative pop rock', 'modern alternative rock', 'modern rock']"
3MM3uKNdJbvefUael12dl3,47,['alternative r&b']
5spEJXLwD1sKUdC2bnOHPg,63,"['gangster rap', 'hip hop', 'ohio hip hop', 'rap']"
4Y7tXHSEejGu1vQ9bwDdXW,61,"['big beat', 'electronica']"
4k1ELeJKT1ISyDv8JivPpB,62,"['big beat', 'breakbeat', 'dance rock', 'hardcore techno', 'rave']"
5he5w2lnU9x7JFhnwcekXX,73,"['brostep', 'complextro', 'edm', 'electro', 'pop dance']"
08YvZ2qzFrDSITfHLbPKMP,40,"['electronica', 'trip hop']"
3jK9MiCrA42lLAdMGUZpwa,74,"['escape room', 'hip hop', 'indie soul', 'neo soul']"
0kEfub5RzlZOB2zGomqVSU,45,"['afrobeat', 'afropop', 'conscious hip hop', 'funk', 'jazz funk', 'political hip hop', 'slam poetry', 'soul']"
0Ij7th9uWcDVYNAIOn5W22,31,"['float house', 'lo-fi house', 'swedish electronic', 'swedish house']"
2mVVjNmdjXZZDvhgQWiakk,70,"['indie soul', 'neo-psychedelic']"
1kMPdZQVdUhMDKDWOJM5iK,49,"['alternative r&b', 'australian hip hop']"
23KIrX6iPiVOkx60F4bjNq,51,['indie r&b']
53wZLCnhshZKDRs3uopFBc,43,"['escape room', 'experimental r&b']"
